148.828353112183,5.00949032628526,1307011,2013-07-01,0,6.0,17.8375,15.0,20.0,0,0,0,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,148.828353112183,148.828353112183,12.199522659193802,12.199522659193802,148.828353112183,148.828353112183
201.198425690037,5.309249520651199,1307013,2013-07-01,0,6.0,17.8375,15.0,20.0,0,0,0,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,201.198425690037,201.198425690037,14.184443087059746,14.184443087059746,201.198425690037,201.198425690037
317.475874933038,5.7635467262502225,1307015,2013-07-01,0,6.0,17.8375,15.0,20.0,0,0,0,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,317.475874933038,317.475874933038,17.817852702641755,17.817852702641755,317.475874933038,317.475874933038
494.2585755048633,6.2050800009357925,1307012,2013-07-01,0,6.0,17.8375,15.0,20.0,0,0,0,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,494.2585755048633,494.25488623876055,22.231926940885337,22.231926940885337,494.2585755048633,494.25488623876055
65.890168799361,4.2030520026637,1307014,2013-07-01,0,6.0,17.8375,15.0,20.0,0,0,0,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,65.890168799361,65.890168799361,8.117275946976363,8.117275946976363,65.890168799361,65.890168799361
494.2585755048633,6.2050800009357925,1307022,2013-07-02,0,3.0,17.3125,10.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,494.2585755048633,494.25488623876055,22.231926940885337,22.231926940885337,494.2585755048633,494.25488623876055
265.261253994438,5.584477984654057,1307023,2013-07-02,0,3.0,17.3125,10.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,265.261253994438,265.261253994438,16.286842971995462,16.286842971995462,265.261253994438,265.261253994438
159.79375714468,5.080122532264091,1307021,2013-07-02,0,3.0,17.3125,10.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,159.79375714468,159.79375714468,12.640955547136459,12.640955547136459,159.79375714468,159.79375714468
383.628681612577,5.952278405549796,1307025,2013-07-02,0,3.0,17.3125,10.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,383.628681612577,383.628681612577,19.586441269729857,19.586441269729857,383.628681612577,383.628681612577
74.5439171827412,4.324714171681722,1307024,2013-07-02,0,3.0,17.3125,10.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,74.5439171827412,74.5439171827412,8.63388193009038,8.63388193009038,74.5439171827412,74.5439171827412
427.343258749983,6.059924880571688,1307032,2013-07-03,0,7.0,21.075,6.0,61.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,427.343258749983,427.343258749983,20.672282378827525,20.672282378827525,427.343258749983,427.343258749983
210.260241465493,5.353090745372177,1307033,2013-07-03,0,7.0,21.075,6.0,61.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,210.260241465493,210.260241465493,14.500353149682011,14.500353149682011,210.260241465493,210.260241465493
111.885593514353,4.726374859066268,1307031,2013-07-03,0,7.0,21.075,6.0,61.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,111.885593514353,111.885593514353,10.577598664836598,10.577598664836598,111.885593514353,111.885593514353
69.2627280649987,4.252241474222213,1307034,2013-07-03,0,7.0,21.075,6.0,61.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,69.2627280649987,69.2627280649987,8.32242320871744,8.32242320871744,69.2627280649987,69.2627280649987
305.523072325318,5.725293029297822,1307035,2013-07-03,0,7.0,21.075,6.0,61.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,305.523072325318,305.523072325318,17.479218298462836,17.479218298462836,305.523072325318,305.523072325318
190.686641378586,5.255861962587417,1307043,2013-07-04,0,7.0,18.85,7.0,20.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,190.686641378586,190.686641378586,13.80893339033055,13.80893339033055,190.686641378586,190.686641378586
308.408167942149,5.734661337086402,1307045,2013-07-04,0,7.0,18.85,7.0,20.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,308.408167942149,308.408167942149,17.561553688160654,17.561553688160654,308.408167942149,308.408167942149
168.864940979931,5.1350036564719,1307041,2013-07-04,0,7.0,18.85,7.0,20.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,168.864940979931,168.864940979931,12.994804384057922,12.994804384057922,168.864940979931,168.864940979931
61.490175369225,4.13500935029367,1307044,2013-07-04,0,7.0,18.85,7.0,20.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,61.490175369225,61.490175369225,7.841567150080716,7.841567150080716,61.490175369225,61.490175369225
454.859641347987,6.122184958071561,1307042,2013-07-04,0,7.0,18.85,7.0,20.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,1,454.859641347987,454.859641347987,21.327438696383282,21.327438696383282,454.859641347987,454.859641347987
355.518770367742,5.876386890271216,1307055,2013-07-05,0,5.0,19.975,12.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,355.518770367742,355.518770367742,18.855205391820636,18.855205391820636,355.518770367742,355.518770367742
181.644870215041,5.207543667519987,1307053,2013-07-05,0,5.0,19.975,12.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,181.644870215041,181.644870215041,13.477569150816516,13.477569150816516,181.644870215041,181.644870215041
