id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,ist_feiertag,Feiertag,feiertag_vortag,feiertag_folgetag,Wochentag,Monat,Jahr,Jahreszeit,Wettercode_fehlt
1307011,2013-07-01,Brot,148.828353112183,0,6.0,17.8375,15.0,20.0,0,,0,0,Monday,7,2013,Sommer,0
1307013,2013-07-01,Croissant,201.198425690037,0,6.0,17.8375,15.0,20.0,0,,0,0,Monday,7,2013,Sommer,0
1307015,2013-07-01,Kuchen,317.475874933038,0,6.0,17.8375,15.0,20.0,0,,0,0,Monday,7,2013,Sommer,0
1307012,2013-07-01,Brötchen,494.2585755048633,0,6.0,17.8375,15.0,20.0,0,,0,0,Monday,7,2013,Sommer,0
1307014,2013-07-01,Konditorei,65.890168799361,0,6.0,17.8375,15.0,20.0,0,,0,0,Monday,7,2013,Sommer,0
1307022,2013-07-02,Brötchen,494.2585755048633,0,3.0,17.3125,10.0,,0,,0,0,Tuesday,7,2013,Sommer,1
1307023,2013-07-02,Croissant,265.261253994438,0,3.0,17.3125,10.0,,0,,0,0,Tuesday,7,2013,Sommer,1
1307021,2013-07-02,Brot,159.79375714468,0,3.0,17.3125,10.0,,0,,0,0,Tuesday,7,2013,Sommer,1
1307025,2013-07-02,Kuchen,383.628681612577,0,3.0,17.3125,10.0,,0,,0,0,Tuesday,7,2013,Sommer,1
1307024,2013-07-02,Konditorei,74.5439171827412,0,3.0,17.3125,10.0,,0,,0,0,Tuesday,7,2013,Sommer,1
1307032,2013-07-03,Brötchen,427.343258749983,0,7.0,21.075,6.0,61.0,0,,0,0,Wednesday,7,2013,Sommer,0
1307033,2013-07-03,Croissant,210.260241465493,0,7.0,21.075,6.0,61.0,0,,0,0,Wednesday,7,2013,Sommer,0
1307031,2013-07-03,Brot,111.885593514353,0,7.0,21.075,6.0,61.0,0,,0,0,Wednesday,7,2013,Sommer,0
1307034,2013-07-03,Konditorei,69.2627280649987,0,7.0,21.075,6.0,61.0,0,,0,0,Wednesday,7,2013,Sommer,0
1307035,2013-07-03,Kuchen,305.523072325318,0,7.0,21.075,6.0,61.0,0,,0,0,Wednesday,7,2013,Sommer,0
1307043,2013-07-04,Croissant,190.686641378586,0,7.0,18.85,7.0,20.0,0,,0,0,Thursday,7,2013,Sommer,0
1307045,2013-07-04,Kuchen,308.408167942149,0,7.0,18.85,7.0,20.0,0,,0,0,Thursday,7,2013,Sommer,0
1307041,2013-07-04,Brot,168.864940979931,0,7.0,18.85,7.0,20.0,0,,0,0,Thursday,7,2013,Sommer,0
1307044,2013-07-04,Konditorei,61.490175369225,0,7.0,18.85,7.0,20.0,0,,0,0,Thursday,7,2013,Sommer,0
1307042,2013-07-04,Brötchen,454.859641347987,0,7.0,18.85,7.0,20.0,0,,0,0,Thursday,7,2013,Sommer,0
1307055,2013-07-05,Kuchen,355.518770367742,0,5.0,19.975,12.0,,0,,0,0,Friday,7,2013,Sommer,1
1307053,2013-07-05,Croissant,181.644870215041,0,5.0,19.975,12.0,,0,,0,0,Friday,7,2013,Sommer,1
1307051,2013-07-05,Brot,171.280754117955,0,5.0,19.975,12.0,,0,,0,0,Friday,7,2013,Sommer,1
1307054,2013-07-05,Konditorei,86.7598614451924,0,5.0,19.975,12.0,,0,,0,0,Friday,7,2013,Sommer,1
1307052,2013-07-05,Brötchen,492.818804066088,0,5.0,19.975,12.0,,0,,0,0,Friday,7,2013,Sommer,1
1307064,2013-07-06,Konditorei,80.6465768881107,0,0.0,18.9625,8.0,,0,,0,0,Saturday,7,2013,Sommer,1
1307062,2013-07-06,Brötchen,494.2585755048633,0,0.0,18.9625,8.0,,0,,0,0,Saturday,7,2013,Sommer,1
1307065,2013-07-06,Kuchen,361.866932797941,0,0.0,18.9625,8.0,,0,,0,0,Saturday,7,2013,Sommer,1
1307063,2013-07-06,Croissant,291.557959835153,0,0.0,18.9625,8.0,,0,,0,0,Saturday,7,2013,Sommer,1
1307061,2013-07-06,Brot,174.552359998476,0,0.0,18.9625,8.0,,0,,0,0,Saturday,7,2013,Sommer,1
1307071,2013-07-07,Brot,92.6377553788373,0,0.0,21.375,9.0,,0,,0,0,Sunday,7,2013,Sommer,1
1307075,2013-07-07,Kuchen,370.20960108863,0,0.0,21.375,9.0,,0,,0,0,Sunday,7,2013,Sommer,1
1307072,2013-07-07,Brötchen,494.2585755048633,0,0.0,21.375,9.0,,0,,0,0,Sunday,7,2013,Sommer,1
1307073,2013-07-07,Croissant,279.665938833443,0,0.0,21.375,9.0,,0,,0,0,Sunday,7,2013,Sommer,1
